Timestamp,Data
2025-04-21T21:59:38.399133,"+UUDF:6C1DEBA3FFAC,-65,46,-12,0,9,""6C1DEBA09A70"","""",2487627,6889"
2025-04-21T21:59:38.446387,"+UUDF:6C1DEBA3FFAC,-55,47,-2,0,27,""6C1DEBA09A70"","""",2487677,6890"
2025-04-21T21:59:38.494791,"+UUDF:6C1DEBA3FFAC,-62,46,-13,0,22,""6C1DEBA09A70"","""",2487727,6891"
2025-04-21T21:59:38.548860,"+UUDF:6C1DEBA3FFAC,-68,44,-12,0,9,""6C1DEBA09A70"","""",2487777,6892"
2025-04-21T21:59:38.596321,"+UUDF:6C1DEBA3FFAC,-61,38,-22,0,31,""6C1DEBA09A70"","""",2487827,6893"
2025-04-21T21:59:38.649611,"+UUDF:6C1DEBA3FFAC,-65,63,-18,0,36,""6C1DEBA09A70"","""",2487877,6894"
2025-04-21T21:59:38.697012,"+UUDF:6C1DEBA3FFAC,-64,37,-24,0,7,""6C1DEBA09A70"","""",2487927,6895"
2025-04-21T21:59:38.745430,"+UUDF:6C1DEBA3FFAC,-64,43,-16,0,21,""6C1DEBA09A70"","""",2487977,6896"
2025-04-21T21:59:38.798594,"+UUDF:6C1DEBA3FFAC,-67,33,-30,0,6,""6C1DEBA09A70"","""",2488027,6897"
2025-04-21T21:59:38.846148,"+UUDF:6C1DEBA3FFAC,-69,47,-11,0,8,""6C1DEBA09A70"","""",2488077,6898"
2025-04-21T21:59:38.899441,"+UUDF:6C1DEBA3FFAC,-61,35,-27,0,33,""6C1DEBA09A70"","""",2488127,6899"
2025-04-21T21:59:38.946843,"+UUDF:6C1DEBA3FFAC,-59,49,0,0,24,""6C1DEBA09A70"","""",2488177,6900"
2025-04-21T21:59:39.000913,"+UUDF:6C1DEBA3FFAC,-67,48,-10,0,8,""6C1DEBA09A70"","""",2488227,6901"
2025-04-21T21:59:39.047607,"+UUDF:6C1DEBA3FFAC,-60,46,-10,0,13,""6C1DEBA09A70"","""",2488277,6902"
2025-04-21T21:59:39.095931,"+UUDF:6C1DEBA3FFAC,-55,38,0,0,26,""6C1DEBA09A70"","""",2488327,6903"
2025-04-21T21:59:39.149282,"+UUDF:6C1DEBA3FFAC,-65,47,-12,0,9,""6C1DEBA09A70"","""",2488377,6904"
