StartTimeISO,StartTimestamp,EndTimeISO,EndTimestamp,X,Y,Z
2025-04-09T22:28:20.243,1744237700243,2025-04-09T22:28:37.671,1744237717671,0,360,138
2025-04-09T22:28:45.976,1744237725976,2025-04-09T22:29:01.768,1744237741768,90,360,138
2025-04-09T22:29:10.068,1744237750068,2025-04-09T22:29:25.004,1744237765004,180,360,138
2025-04-09T22:29:34.136,1744237774136,2025-04-09T22:29:49.910,1744237789910,270,360,138
2025-04-09T22:29:59.867,1744237799867,2025-04-09T22:30:15.642,1744237815642,360,360,138
2025-04-09T22:30:26.434,1744237826434,2025-04-09T22:30:42.242,1744237842242,450,360,138
2025-04-09T22:30:58.005,1744237858005,2025-04-09T22:31:12.934,1744237872934,540,360,138
2025-04-09T22:31:27.867,1744237887867,2025-04-09T22:31:42.834,1744237902834,540,270,138
2025-04-09T22:31:56.937,1744237916937,2025-04-09T22:32:13.533,1744237933533,450,270,138
2025-04-09T22:32:26.834,1744237946834,2025-04-09T22:32:40.933,1744237960933,360,270,138
2025-04-09T22:32:55.069,1744237975069,2025-04-09T22:33:10.002,1744237990002,270,270,138
2025-04-09T22:33:20.801,1744238000801,2025-04-09T22:33:35.733,1744238015733,180,270,138
2025-04-09T22:33:47.368,1744238027368,2025-04-09T22:34:03.134,1744238043134,90,270,138
2025-04-09T22:34:13.935,1744238053935,2025-04-09T22:34:30.533,1744238070533,0,270,138
2025-04-09T22:34:41.338,1744238081338,2025-04-09T22:34:57.100,1744238097100,0,180,138
2025-04-09T22:35:07.908,1744238107908,2025-04-09T22:35:23.668,1744238123668,90,180,138
2025-04-09T22:35:34.446,1744238134446,2025-04-09T22:35:50.265,1744238150265,180,180,138
2025-04-09T22:36:04.366,1744238164366,2025-04-09T22:36:19.308,1744238179308,270,180,138
2025-04-09T22:36:33.432,1744238193432,2025-04-09T22:36:49.197,1744238209197,360,180,138
2025-04-09T22:37:00.833,1744238220833,2025-04-09T22:37:16.601,1744238236601,450,180,138
2025-04-09T22:37:29.865,1744238249865,2025-04-09T22:37:46.498,1744238266498,540,180,138
2025-04-09T22:37:59.765,1744238279765,2025-04-09T22:38:14.734,1744238294734,540,90,138
2025-04-09T22:38:27.164,1744238307164,2025-04-09T22:38:42.932,1744238322932,450,90,138
2025-04-09T22:38:55.398,1744238335398,2025-04-09T22:39:11.164,1744238351164,360,90,138
2025-04-09T22:39:22.799,1744238362799,2025-04-09T22:39:37.732,1744238377732,270,90,138
2025-04-09T22:39:48.531,1744238388531,2025-04-09T22:40:04.305,1744238404305,180,90,138
2025-04-09T22:40:15.931,1744238415931,2025-04-09T22:40:32.530,1744238432530,90,90,138
2025-04-09T22:40:44.164,1744238444164,2025-04-09T22:40:59.930,1744238459930,0,90,138
2025-04-09T22:41:14.064,1744238474064,2025-04-09T22:41:28.998,1744238488998,0,0,138
2025-04-09T22:41:38.971,1744238498971,2025-04-09T22:41:54.730,1744238514730,90,0,138
2025-04-09T22:42:07.197,1744238527197,2025-04-09T22:42:22.972,1744238542972,180,0,138
2025-04-09T22:42:36.263,1744238556263,2025-04-09T22:42:52.031,1744238572031,270,0,138
2025-04-09T22:43:05.305,1744238585305,2025-04-09T22:43:20.263,1744238600263,360,0,138
2025-04-09T22:43:34.363,1744238614363,2025-04-09T22:43:49.332,1744238629332,450,0,138
2025-04-09T22:44:05.095,1744238645095,2025-04-09T22:44:21.697,1744238661697,540,0,138
