StartTimeISO,StartTimestamp,EndTimeISO,EndTimestamp,X,Y,Z
2025-04-09T21:59:26.789,1744235966789,2025-04-09T21:59:38.223,1744235978223,0,360,138
2025-04-09T21:59:51.720,1744235991720,2025-04-09T22:00:08.320,1744236008320,90,360,138
2025-04-09T22:00:22.856,1744236022856,2025-04-09T22:00:44.653,1744236044653,180,360,138
2025-04-09T22:01:04.352,1744236064352,2025-04-09T22:01:20.985,1744236080985,270,360,138
2025-04-09T22:01:39.651,1744236099651,2025-04-09T22:01:57.316,1744236117316,360,360,138
2025-04-09T22:02:17.016,1744236137016,2025-04-09T22:02:33.616,1744236153616,450,360,138
2025-04-09T22:02:51.282,1744236171282,2025-04-09T22:03:08.913,1744236188913,540,360,138
2025-04-09T22:03:29.680,1744236209680,2025-04-09T22:03:46.279,1744236226279,540,270,138
2025-04-09T22:04:08.088,1744236248088,2025-04-09T22:04:23.646,1744236263646,450,270,138
2025-04-09T22:04:43.378,1744236283378,2025-04-09T22:04:58.944,1744236298944,360,270,138
2025-04-09T22:05:16.576,1744236316576,2025-04-09T22:05:32.152,1744236332152,270,270,138
2025-04-09T22:05:48.752,1744236348752,2025-04-09T22:06:04.342,1744236364342,180,270,138
2025-04-09T22:06:18.875,1744236378875,2025-04-09T22:06:35.482,1744236395482,90,270,138
2025-04-09T22:07:02.442,1744236422442,2025-04-09T22:07:19.082,1744236439082,0,270,138
2025-04-09T22:07:37.748,1744236457748,2025-04-09T22:07:54.338,1744236474338,0,180,138
2025-04-09T22:08:08.873,1744236488873,2025-04-09T22:08:24.437,1744236504437,90,180,138
2025-04-09T22:08:42.104,1744236522104,2025-04-09T22:08:57.670,1744236537670,180,180,138
2025-04-09T22:09:13.237,1744236553237,2025-04-09T22:09:29.837,1744236569837,270,180,138
2025-04-09T22:09:45.410,1744236585410,2025-04-09T22:10:02.000,1744236602000,360,180,138
2025-04-09T22:10:18.633,1744236618633,2025-04-09T22:10:34.200,1744236634200,450,180,138
2025-04-09T22:10:53.900,1744236653900,2025-04-09T22:11:09.474,1744236669474,540,180,138
2025-04-09T22:11:31.264,1744236691264,2025-04-09T22:11:46.833,1744236706833,540,90,138
2025-04-09T22:12:06.562,1744236726562,2025-04-09T22:12:24.197,1744236744197,450,90,138
2025-04-09T22:12:45.995,1744236765995,2025-04-09T22:13:02.628,1744236782628,360,90,138
2025-04-09T22:13:19.227,1744236799227,2025-04-09T22:13:36.861,1744236816861,270,90,138
2025-04-09T22:13:54.496,1744236834496,2025-04-09T22:14:16.293,1744236856293,180,90,138
2025-04-09T22:14:36.024,1744236876024,2025-04-09T22:14:51.590,1744236891590,90,90,138
2025-04-09T22:15:11.323,1744236911323,2025-04-09T22:15:26.890,1744236926890,0,90,138
2025-04-09T22:15:45.556,1744236945556,2025-04-09T22:16:01.127,1744236961127,0,0,138
2025-04-09T22:16:18.794,1744236978794,2025-04-09T22:16:34.353,1744236994353,90,0,138
2025-04-09T22:16:53.019,1744237013019,2025-04-09T22:17:08.585,1744237028585,180,0,138
2025-04-09T22:17:28.318,1744237048318,2025-04-09T22:17:44.918,1744237064918,270,0,138
2025-04-09T22:18:06.726,1744237086726,2025-04-09T22:18:22.283,1744237102283,360,0,138
2025-04-09T22:18:40.982,1744237120982,2025-04-09T22:18:56.549,1744237136549,450,0,138
2025-04-09T22:19:18.347,1744237158347,2025-04-09T22:19:34.949,1744237174949,540,0,138
