Timestamp,Tag,RSSI,Azimuth,Elevation,Channel,Anchor,Sequence
1742249658518,6C1DEBA3FFAC,-58,-41,20,8,6C1DEBA09A56,52844
1742249658519,6C1DEBA3FFAC,-61,-40,20,3,6C1DEBA09A56,52845
1742249658519,6C1DEBA3FFAC,-58,-40,20,8,6C1DEBA09A56,52846
1742249658519,6C1DEBA3FFAC,-57,-40,21,23,6C1DEBA09A56,52847
1742249658520,6C1DEBA3FFAC,-58,-41,22,32,6C1DEBA09A56,52848
1742249658520,6C1DEBA3FFAC,-60,-40,22,2,6C1DEBA09A56,52849
1742249658521,6C1DEBA3FFAC,-58,-40,19,29,6C1DEBA09A56,52850
1742249658562,6C1DEBA3FFAC,-61,-40,19,3,6C1DEBA09A56,52851
1742249658563,6C1DEBA3FFAC,-57,-40,19,10,6C1DEBA09A56,52852
1742249658563,6C1DEBA3FFAC,-55,-40,19,22,6C1DEBA09A56,52853
1742249658564,6C1DEBA3FFAC,-57,-41,20,28,6C1DEBA09A56,52854
1742249658564,6C1DEBA3FFAC,-56,-41,21,23,6C1DEBA09A56,52855
1742249658564,6C1DEBA3FFAC,-60,-40,21,4,6C1DEBA09A56,52856
1742249658612,6C1DEBA3FFAC,-55,-41,22,27,6C1DEBA09A56,52857
1742249658613,6C1DEBA3FFAC,-57,-42,23,28,6C1DEBA09A56,52858
1742249658613,6C1DEBA3FFAC,-55,-48,7,31,6C1DEBA09A56,57902
1742249658614,6C1DEBA3FFAC,-69,-49,10,4,6C1DEBA09A56,57903
1742249658614,6C1DEBA3FFAC,-58,-49,11,11,6C1DEBA09A56,57904
1742249658665,6C1DEBA3FFAC,-70,-49,9,21,6C1DEBA09A56,57905
1742249658713,6C1DEBA3FFAC,-57,-50,11,34,6C1DEBA09A56,57906
1742249658766,6C1DEBA3FFAC,-61,-51,12,28,6C1DEBA09A56,57907
1742249658814,6C1DEBA3FFAC,-69,-51,10,23,6C1DEBA09A56,57908
1742249658862,6C1DEBA3FFAC,-65,-50,8,2,6C1DEBA09A56,57909
1742249658915,6C1DEBA3FFAC,-60,-49,9,8,6C1DEBA09A56,57910
1742249658963,6C1DEBA3FFAC,-61,-49,10,7,6C1DEBA09A56,57911
1742249659016,6C1DEBA3FFAC,-69,-47,9,17,6C1DEBA09A56,57912
1742249659064,6C1DEBA3FFAC,-72,-49,11,5,6C1DEBA09A56,57913
1742249659112,6C1DEBA3FFAC,-69,-47,10,17,6C1DEBA09A56,57914
1742249659165,6C1DEBA3FFAC,-56,-48,11,33,6C1DEBA09A56,57915
1742249659213,6C1DEBA3FFAC,-54,-48,12,31,6C1DEBA09A56,57916
1742249659266,6C1DEBA3FFAC,-57,-47,13,10,6C1DEBA09A56,57917
1742249659314,6C1DEBA3FFAC,-61,-47,13,0,6C1DEBA09A56,57918
1742249659362,6C1DEBA3FFAC,-70,-48,15,4,6C1DEBA09A56,57919
1742249659416,6C1DEBA3FFAC,-54,-48,15,30,6C1DEBA09A56,57920
1742249659464,6C1DEBA3FFAC,-79,-48,13,22,6C1DEBA09A56,57921
1742249659517,6C1DEBA3FFAC,-60,-48,14,7,6C1DEBA09A56,57922
1742249659565,6C1DEBA3FFAC,-61,-47,14,0,6C1DEBA09A56,57923
1742249659613,6C1DEBA3FFAC,-61,-49,15,28,6C1DEBA09A56,57924
1742249659666,6C1DEBA3FFAC,-61,-48,15,0,6C1DEBA09A56,57925
1742249659714,6C1DEBA3FFAC,-54,-48,16,31,6C1DEBA09A56,57926
1742249659762,6C1DEBA3FFAC,-60,-48,13,27,6C1DEBA09A56,57927
1742249659816,6C1DEBA3FFAC,-64,-46,12,16,6C1DEBA09A56,57928
1742249659864,6C1DEBA3FFAC,-62,-45,11,1,6C1DEBA09A56,57929
1742249659912,6C1DEBA3FFAC,-65,-44,10,16,6C1DEBA09A56,57930
1742249659966,6C1DEBA3FFAC,-79,-44,8,22,6C1DEBA09A56,57931
1742249660014,6C1DEBA3FFAC,-61,-46,10,28,6C1DEBA09A56,57932
