StartTimeISO,StartTimestamp,EndTimeISO,EndTimestamp,X,Y,Z
2025-04-21T21:48:54.274,1745272134274,,,90,540,140
2025-04-21T21:48:59.574,1745272139574,,,90,90,140
2025-04-21T21:49:02.374,1745272142374,,,315,90,140
2025-04-21T21:49:07.475,1745272147475,,,315,540,140
2025-04-21T21:49:10.707,1745272150707,,,540,540,140
2025-04-21T21:49:16.041,1745272156041,,,540,90,140
