StartTimeISO,StartTimestamp,EndTimeISO,EndTimestamp,X,Y,Z
2025-04-21T22:23:35.836,1745274215836,,,90,540,140
2025-04-21T22:23:42.260,1745274222260,,,90,90,140
2025-04-21T22:23:45.770,1745274225770,,,315,90,140
2025-04-21T22:23:51.628,1745274231628,,,315,540,140
2025-04-21T22:23:55.126,1745274235126,,,540,540,140
2025-04-21T22:24:00.393,1745274240393,,,540,90,140
