StartTimeISO,StartTimestamp,EndTimeISO,EndTimestamp,X,Y,Z
2025-04-21T22:32:00.657,1745274720657,,,90,540,140
2025-04-21T22:32:07.690,1745274727690,,,90,90,140
2025-04-21T22:32:10.590,1745274730590,,,315,90,140
2025-04-21T22:32:17.023,1745274737023,,,315,540,140
2025-04-21T22:32:19.956,1745274739956,,,540,540,140
2025-04-21T22:32:26.353,1745274746353,,,540,90,140
