Timestamp,Data
2025-04-21T21:59:32.458311,"+UUDF:6C1DEBA3FFAC,-74,-17,-4,0,12,""CCF9579B236F"","""",5488430,5952"
2025-04-21T21:59:32.458973,"+UUDF:6C1DEBA3FFAC,-60,-21,-7,0,35,""CCF9579B236F"","""",5488481,5953"
2025-04-21T21:59:32.459289,"+UUDF:6C1DEBA3FFAC,-66,-21,-5,0,27,""CCF9579B236F"","""",5488530,5954"
2025-04-21T21:59:32.459602,"+UUDF:6C1DEBA3FFAC,-67,-24,-9,0,26,""CCF9579B236F"","""",5488580,5955"
2025-04-21T21:59:32.459923,"+UUDF:6C1DEBA3FFAC,-62,-28,5,0,14,""CCF9579B236F"","""",5488630,5956"
2025-04-21T21:59:32.460242,"+UUDF:6C1DEBA3FFAC,-74,-49,-39,0,19,""CCF9579B236F"","""",5488680,5957"
2025-04-21T21:59:32.502422,"+UUDF:6C1DEBA3FFAC,-60,-21,-6,0,35,""CCF9579B236F"","""",5488730,5958"
2025-04-21T21:59:32.502738,"+UUDF:6C1DEBA3FFAC,-67,-24,-10,0,26,""CCF9579B236F"","""",5488780,5959"
2025-04-21T21:59:32.503046,"+UUDF:6C1DEBA3FFAC,-64,-22,1,0,13,""CCF9579B236F"","""",5488830,5960"
2025-04-21T21:59:32.503348,"+UUDF:6C1DEBA3FFAC,-69,-15,8,0,9,""CCF9579B236F"","""",5488880,5961"
2025-04-21T21:59:32.503659,"+UUDF:6C1DEBA3FFAC,-70,-12,-11,0,2,""CCF9579B236F"","""",5488930,5962"
2025-04-21T21:59:32.503977,"+UUDF:6C1DEBA3FFAC,-59,-17,-5,0,33,""CCF9579B236F"","""",5488980,5963"
2025-04-21T21:59:32.504283,"+UUDF:6C1DEBA3FFAC,-70,-15,4,0,8,""CCF9579B236F"","""",5489030,5964"
2025-04-21T21:59:32.545099,"+UUDF:6C1DEBA3FFAC,-67,-23,-9,0,26,""CCF9579B236F"","""",5489080,5965"
2025-04-21T21:59:32.545411,"+UUDF:6C1DEBA3FFAC,-72,-16,-7,0,11,""CCF9579B236F"","""",5489131,5966"
2025-04-21T21:59:32.546060,"+UUDF:6C1DEBA3FFAC,-70,-12,-5,0,11,""CCF9579B236F"","""",5529435,6772"
2025-04-21T21:59:32.546374,"+UUDF:6C1DEBA3FFAC,-68,-14,-10,0,0,""CCF9579B236F"","""",5529485,6773"
2025-04-21T21:59:32.575180,"+UUDF:6C1DEBA3FFAC,-69,0,-44,0,20,""CCF9579B236F"","""",5529535,6774"
2025-04-21T21:59:32.623066,"+UUDF:6C1DEBA3FFAC,-70,-14,-7,0,1,""CCF9579B236F"","""",5529585,6775"
2025-04-21T21:59:32.676160,"+UUDF:6C1DEBA3FFAC,-63,-40,-37,0,23,""CCF9579B236F"","""",5529635,6776"
2025-04-21T21:59:32.723996,"+UUDF:6C1DEBA3FFAC,-67,4,-16,0,25,""CCF9579B236F"","""",5529685,6777"
2025-04-21T21:59:32.772099,"+UUDF:6C1DEBA3FFAC,-67,-21,-8,0,26,""CCF9579B236F"","""",5529735,6778"
2025-04-21T21:59:32.826138,"+UUDF:6C1DEBA3FFAC,-69,-12,-5,0,2,""CCF9579B236F"","""",5529785,6779"
2025-04-21T21:59:32.873963,"+UUDF:6C1DEBA3FFAC,-65,-41,0,0,5,""CCF9579B236F"","""",5529835,6780"
2025-04-21T21:59:32.922089,"+UUDF:6C1DEBA3FFAC,-65,-18,-38,0,21,""CCF9579B236F"","""",5529885,6781"
2025-04-21T21:59:32.975117,"+UUDF:6C1DEBA3FFAC,-70,-13,-5,0,11,""CCF9579B236F"","""",5529935,6782"
2025-04-21T21:59:33.023006,"+UUDF:6C1DEBA3FFAC,-69,-12,-5,0,2,""CCF9579B236F"","""",5529985,6783"
2025-04-21T21:59:33.076068,"+UUDF:6C1DEBA3FFAC,-65,-17,-37,0,21,""CCF9579B236F"","""",5530035,6784"
2025-04-21T21:59:33.123937,"+UUDF:6C1DEBA3FFAC,-63,-19,-6,0,28,""CCF9579B236F"","""",5530085,6785"
2025-04-21T21:59:33.172019,"+UUDF:6C1DEBA3FFAC,-69,-2,-41,0,20,""CCF9579B236F"","""",5530135,6786"
2025-04-21T21:59:33.225039,"+UUDF:6C1DEBA3FFAC,-68,-12,9,0,9,""CCF9579B236F"","""",5530185,6787"
2025-04-21T21:59:33.272941,"+UUDF:6C1DEBA3FFAC,-68,0,-15,0,25,""CCF9579B236F"","""",5530235,6788"
2025-04-21T21:59:33.326010,"+UUDF:6C1DEBA3FFAC,-67,-21,-8,0,26,""CCF9579B236F"","""",5530285,6789"
2025-04-21T21:59:33.373865,"+UUDF:6C1DEBA3FFAC,-63,-28,4,0,14,""CCF9579B236F"","""",5530335,6790"
2025-04-21T21:59:33.421983,"+UUDF:6C1DEBA3FFAC,-62,-16,-4,0,34,""CCF9579B236F"","""",5530385,6791"
2025-04-21T21:59:33.475268,"+UUDF:6C1DEBA3FFAC,-67,-14,3,0,10,""CCF9579B236F"","""",5530435,6792"
2025-04-21T21:59:33.522909,"+UUDF:6C1DEBA3FFAC,-65,-38,0,0,5,""CCF9579B236F"","""",5530485,6793"
2025-04-21T21:59:33.576002,"+UUDF:6C1DEBA3FFAC,-61,-17,-5,0,34,""CCF9579B236F"","""",5530535,6794"
2025-04-21T21:59:33.623840,"+UUDF:6C1DEBA3FFAC,-69,-2,-41,0,20,""CCF9579B236F"","""",5530585,6795"
2025-04-21T21:59:33.671946,"+UUDF:6C1DEBA3FFAC,-64,-40,6,0,6,""CCF9579B236F"","""",5530635,6796"
2025-04-21T21:59:33.724982,"+UUDF:6C1DEBA3FFAC,-70,-13,-7,0,1,""CCF9579B236F"","""",5530685,6797"
2025-04-21T21:59:33.772887,"+UUDF:6C1DEBA3FFAC,-69,-11,-5,0,2,""CCF9579B236F"","""",5530735,6798"
2025-04-21T21:59:33.825968,"+UUDF:6C1DEBA3FFAC,-60,-16,-6,0,30,""CCF9579B236F"","""",5530785,6799"
2025-04-21T21:59:33.873833,"+UUDF:6C1DEBA3FFAC,-59,-23,-8,0,36,""CCF9579B236F"","""",5530835,6800"
2025-04-21T21:59:33.974966,"+UUDF:6C1DEBA3FFAC,-61,-17,-7,0,29,""CCF9579B236F"","""",5530935,6802"
2025-04-21T21:59:34.022857,"+UUDF:6C1DEBA3FFAC,-70,-38,44,0,17,""CCF9579B236F"","""",5530985,6803"
2025-04-21T21:59:34.075920,"+UUDF:6C1DEBA3FFAC,-68,-14,9,0,9,""CCF9579B236F"","""",5531035,6804"
2025-04-21T21:59:34.123798,"+UUDF:6C1DEBA3FFAC,-65,-19,-38,0,21,""CCF9579B236F"","""",5531085,6805"
2025-04-21T21:59:34.171927,"+UUDF:6C1DEBA3FFAC,-67,-75,-15,0,25,""CCF9579B236F"","""",5531135,6806"
2025-04-21T21:59:34.225938,"+UUDF:6C1DEBA3FFAC,-66,-6,-24,0,22,""CCF9579B236F"","""",5531185,6807"
2025-04-21T21:59:34.273778,"+UUDF:6C1DEBA3FFAC,-60,-20,-5,0,35,""CCF9579B236F"","""",5531235,6808"
2025-04-21T21:59:34.321886,"+UUDF:6C1DEBA3FFAC,-66,-25,8,0,16,""CCF9579B236F"","""",5531285,6809"
2025-04-21T21:59:34.375903,"+UUDF:6C1DEBA3FFAC,-69,-5,57,0,20,""CCF9579B236F"","""",5531335,6810"
2025-04-21T21:59:34.423749,"+UUDF:6C1DEBA3FFAC,-69,-7,-6,0,3,""CCF9579B236F"","""",5531385,6811"
2025-04-21T21:59:34.477020,"+UUDF:6C1DEBA3FFAC,-60,-17,-5,0,32,""CCF9579B236F"","""",5531435,6812"
2025-04-21T21:59:34.524657,"+UUDF:6C1DEBA3FFAC,-65,-19,1,0,13,""CCF9579B236F"","""",5531485,6813"
2025-04-21T21:59:34.572771,"+UUDF:6C1DEBA3FFAC,-66,-75,-13,0,24,""CCF9579B236F"","""",5531535,6814"
2025-04-21T21:59:34.625834,"+UUDF:6C1DEBA3FFAC,-70,-36,41,0,17,""CCF9579B236F"","""",5531585,6815"
2025-04-21T21:59:34.673683,"+UUDF:6C1DEBA3FFAC,-61,-17,-4,0,34,""CCF9579B236F"","""",5531635,6816"
2025-04-21T21:59:34.721795,"+UUDF:6C1DEBA3FFAC,-68,-14,2,0,10,""CCF9579B236F"","""",5531685,6817"
2025-04-21T21:59:34.775828,"+UUDF:6C1DEBA3FFAC,-61,-19,-6,0,29,""CCF9579B236F"","""",5531735,6818"
2025-04-21T21:59:34.823663,"+UUDF:6C1DEBA3FFAC,-59,-22,-7,0,36,""CCF9579B236F"","""",5531785,6819"
2025-04-21T21:59:34.871773,"+UUDF:6C1DEBA3FFAC,-64,-21,-6,0,28,""CCF9579B236F"","""",5531835,6820"
2025-04-21T21:59:34.925814,"+UUDF:6C1DEBA3FFAC,-65,-23,-46,0,21,""CCF9579B236F"","""",5531885,6821"
2025-04-21T21:59:35.021740,"+UUDF:6C1DEBA3FFAC,-65,-21,-6,0,13,""CCF9579B236F"","""",5531985,6823"
2025-04-21T21:59:35.075775,"+UUDF:6C1DEBA3FFAC,-77,-75,56,0,18,""CCF9579B236F"","""",5532035,6824"
2025-04-21T21:59:35.123610,"+UUDF:6C1DEBA3FFAC,-68,-11,-5,0,2,""CCF9579B236F"","""",5532085,6825"
2025-04-21T21:59:35.171718,"+UUDF:6C1DEBA3FFAC,-60,-21,-6,0,35,""CCF9579B236F"","""",5532135,6826"
2025-04-21T21:59:35.225752,"+UUDF:6C1DEBA3FFAC,-66,-75,-11,0,24,""CCF9579B236F"","""",5532185,6827"
2025-04-21T21:59:35.273583,"+UUDF:6C1DEBA3FFAC,-64,-39,4,0,6,""CCF9579B236F"","""",5532235,6828"
2025-04-21T21:59:35.321703,"+UUDF:6C1DEBA3FFAC,-60,-16,-5,0,33,""CCF9579B236F"","""",5532285,6829"
2025-04-21T21:59:35.375729,"+UUDF:6C1DEBA3FFAC,-63,-26,1,0,14,""CCF9579B236F"","""",5532335,6830"
2025-04-21T21:59:35.423590,"+UUDF:6C1DEBA3FFAC,-67,-75,-11,0,24,""CCF9579B236F"","""",5532385,6831"
2025-04-21T21:59:35.476854,"+UUDF:6C1DEBA3FFAC,-60,-19,-6,0,33,""CCF9579B236F"","""",5532435,6832"
2025-04-21T21:59:35.524494,"+UUDF:6C1DEBA3FFAC,-68,1,-14,0,25,""CCF9579B236F"","""",5532485,6833"
2025-04-21T21:59:35.572608,"+UUDF:6C1DEBA3FFAC,-70,-12,-5,0,11,""CCF9579B236F"","""",5532535,6834"
2025-04-21T21:59:35.625689,"+UUDF:6C1DEBA3FFAC,-61,-17,-5,0,34,""CCF9579B236F"","""",5532585,6835"
2025-04-21T21:59:35.673577,"+UUDF:6C1DEBA3FFAC,-63,-28,3,0,14,""CCF9579B236F"","""",5532635,6836"
2025-04-21T21:59:35.721655,"+UUDF:6C1DEBA3FFAC,-60,-17,-7,0,30,""CCF9579B236F"","""",5532685,6837"
2025-04-21T21:59:35.775681,"+UUDF:6C1DEBA3FFAC,-70,-11,4,0,8,""CCF9579B236F"","""",5532735,6838"
2025-04-21T21:59:35.823537,"+UUDF:6C1DEBA3FFAC,-68,-14,-11,0,0,""CCF9579B236F"","""",5532785,6839"
2025-04-21T21:59:35.871641,"+UUDF:6C1DEBA3FFAC,-63,-21,-5,0,28,""CCF9579B236F"","""",5532835,6840"
2025-04-21T21:59:35.925672,"+UUDF:6C1DEBA3FFAC,-62,-19,-5,0,28,""CCF9579B236F"","""",5532885,6841"
2025-04-21T21:59:35.973517,"+UUDF:6C1DEBA3FFAC,-61,-19,-7,0,29,""CCF9579B236F"","""",5532935,6842"
2025-04-21T21:59:36.021632,"+UUDF:6C1DEBA3FFAC,-61,-18,-6,0,33,""CCF9579B236F"","""",5532985,6843"
2025-04-21T21:59:36.075626,"+UUDF:6C1DEBA3FFAC,-67,-15,2,0,10,""CCF9579B236F"","""",5533035,6844"
2025-04-21T21:59:36.123481,"+UUDF:6C1DEBA3FFAC,-65,-35,0,0,5,""CCF9579B236F"","""",5533085,6845"
2025-04-21T21:59:36.171582,"+UUDF:6C1DEBA3FFAC,-70,-12,3,0,8,""CCF9579B236F"","""",5533135,6846"
2025-04-21T21:59:36.225618,"+UUDF:6C1DEBA3FFAC,-60,-17,-6,0,33,""CCF9579B236F"","""",5533185,6847"
2025-04-21T21:59:36.273461,"+UUDF:6C1DEBA3FFAC,-66,-5,-22,0,22,""CCF9579B236F"","""",5533235,6848"
2025-04-21T21:59:36.321589,"+UUDF:6C1DEBA3FFAC,-63,-55,-36,0,23,""CCF9579B236F"","""",5533285,6849"
2025-04-21T21:59:36.375578,"+UUDF:6C1DEBA3FFAC,-66,-26,7,0,16,""CCF9579B236F"","""",5533335,6850"
2025-04-21T21:59:36.423442,"+UUDF:6C1DEBA3FFAC,-61,-18,-6,0,29,""CCF9579B236F"","""",5533385,6851"
2025-04-21T21:59:36.476703,"+UUDF:6C1DEBA3FFAC,-69,-2,-43,0,20,""CCF9579B236F"","""",5533435,6852"
2025-04-21T21:59:36.524343,"+UUDF:6C1DEBA3FFAC,-70,-39,45,0,17,""CCF9579B236F"","""",5533485,6853"
2025-04-21T21:59:36.572433,"+UUDF:6C1DEBA3FFAC,-65,-35,0,0,5,""CCF9579B236F"","""",5533535,6854"
2025-04-21T21:59:36.625511,"+UUDF:6C1DEBA3FFAC,-61,-28,3,0,15,""CCF9579B236F"","""",5533585,6855"
2025-04-21T21:59:36.673380,"+UUDF:6C1DEBA3FFAC,-66,-25,8,0,16,""CCF9579B236F"","""",5533635,6856"
2025-04-21T21:59:36.721484,"+UUDF:6C1DEBA3FFAC,-67,-16,-8,0,4,""CCF9579B236F"","""",5533685,6857"
2025-04-21T21:59:36.775497,"+UUDF:6C1DEBA3FFAC,-67,-16,-9,0,4,""CCF9579B236F"","""",5533735,6858"
2025-04-21T21:59:36.823334,"+UUDF:6C1DEBA3FFAC,-70,-11,4,0,8,""CCF9579B236F"","""",5533785,6859"
2025-04-21T21:59:36.871462,"+UUDF:6C1DEBA3FFAC,-63,-19,-5,0,28,""CCF9579B236F"","""",5533835,6860"
2025-04-21T21:59:36.925482,"+UUDF:6C1DEBA3FFAC,-59,-23,-7,0,36,""CCF9579B236F"","""",5533885,6861"
2025-04-21T21:59:36.973345,"+UUDF:6C1DEBA3FFAC,-76,-14,-4,0,12,""CCF9579B236F"","""",5533935,6862"
2025-04-21T21:59:37.075487,"+UUDF:6C1DEBA3FFAC,-63,-75,-16,0,24,""CCF9579B236F"","""",5534035,6864"
2025-04-21T21:59:37.123348,"+UUDF:6C1DEBA3FFAC,-65,-14,-25,0,21,""CCF9579B236F"","""",5534085,6865"
2025-04-21T21:59:37.171371,"+UUDF:6C1DEBA3FFAC,-65,-20,1,0,13,""CCF9579B236F"","""",5534135,6866"
2025-04-21T21:59:37.225386,"+UUDF:6C1DEBA3FFAC,-62,-28,3,0,14,""CCF9579B236F"","""",5534185,6867"
2025-04-21T21:59:37.273250,"+UUDF:6C1DEBA3FFAC,-76,-75,56,0,18,""CCF9579B236F"","""",5534235,6868"
