Timestamp,Data
2025-04-16T22:33:20.901586,"+UUDF:6C1DEBA3FFAC,-56,-30,37,0,36,""6C1DEBA09A70"","""",1865956,9738"
2025-04-16T22:33:20.949025,"+UUDF:6C1DEBA3FFAC,-61,12,-7,0,24,""6C1DEBA09A70"","""",1866006,9739"
2025-04-16T22:33:20.997380,"+UUDF:6C1DEBA3FFAC,-66,15,4,0,22,""6C1DEBA09A70"","""",1866056,9740"
2025-04-16T22:33:21.051427,"+UUDF:6C1DEBA3FFAC,-56,20,9,0,10,""6C1DEBA09A70"","""",1866106,9741"
2025-04-16T22:33:21.098925,"+UUDF:6C1DEBA3FFAC,-72,22,20,0,0,""6C1DEBA09A70"","""",1866156,9742"
2025-04-16T22:33:21.147309,"+UUDF:6C1DEBA3FFAC,-66,19,15,0,1,""6C1DEBA09A70"","""",1866206,9743"
2025-04-16T22:33:21.201381,"+UUDF:6C1DEBA3FFAC,-55,21,-18,0,33,""6C1DEBA09A70"","""",1866256,9744"
2025-04-16T22:33:21.248885,"+UUDF:6C1DEBA3FFAC,-57,16,0,0,12,""6C1DEBA09A70"","""",1866306,9745"
2025-04-16T22:33:21.302226,"+UUDF:6C1DEBA3FFAC,-66,21,16,0,1,""6C1DEBA09A70"","""",1866356,9746"
2025-04-16T22:33:21.349722,"+UUDF:6C1DEBA3FFAC,-61,11,-7,0,24,""6C1DEBA09A70"","""",1866406,9747"
2025-04-16T22:33:21.398058,"+UUDF:6C1DEBA3FFAC,-56,20,-8,0,29,""6C1DEBA09A70"","""",1866456,9748"
2025-04-16T22:33:21.452294,"+UUDF:6C1DEBA3FFAC,-53,22,-19,0,32,""6C1DEBA09A70"","""",1866506,9749"
2025-04-16T22:33:21.499625,"+UUDF:6C1DEBA3FFAC,-63,13,10,0,23,""6C1DEBA09A70"","""",1866556,9750"
2025-04-16T22:33:21.547984,"+UUDF:6C1DEBA3FFAC,-63,12,8,0,23,""6C1DEBA09A70"","""",1866606,9751"
2025-04-16T22:33:21.602166,"+UUDF:6C1DEBA3FFAC,-67,22,5,0,19,""6C1DEBA09A70"","""",1866656,9752"
2025-04-16T22:33:21.655442,"+UUDF:6C1DEBA3FFAC,-56,23,-1,0,14,""6C1DEBA09A70"","""",1866706,9753"
2025-04-16T22:33:21.701124,"+UUDF:6C1DEBA3FFAC,-72,23,21,0,0,""6C1DEBA09A70"","""",1866756,9754"
2025-04-16T22:33:21.749503,"+UUDF:6C1DEBA3FFAC,-74,19,6,0,20,""6C1DEBA09A70"","""",1866806,9755"
2025-04-16T22:33:21.797961,"+UUDF:6C1DEBA3FFAC,-56,22,-10,0,28,""6C1DEBA09A70"","""",1866856,9756"
2025-04-16T22:33:21.852115,"+UUDF:6C1DEBA3FFAC,-55,20,-17,0,33,""6C1DEBA09A70"","""",1866906,9757"
2025-04-16T22:33:21.899492,"+UUDF:6C1DEBA3FFAC,-67,21,3,0,19,""6C1DEBA09A70"","""",1866956,9758"
2025-04-16T22:33:21.947853,"+UUDF:6C1DEBA3FFAC,-61,12,-5,0,24,""6C1DEBA09A70"","""",1867006,9759"
2025-04-16T22:33:22.001986,"+UUDF:6C1DEBA3FFAC,-55,23,-4,0,15,""6C1DEBA09A70"","""",1867056,9760"
2025-04-16T22:33:22.049429,"+UUDF:6C1DEBA3FFAC,-55,21,20,0,9,""6C1DEBA09A70"","""",1867106,9761"
2025-04-16T22:33:22.097774,"+UUDF:6C1DEBA3FFAC,-55,21,20,0,9,""6C1DEBA09A70"","""",1867156,9762"
2025-04-16T22:33:22.151954,"+UUDF:6C1DEBA3FFAC,-53,16,-39,0,35,""6C1DEBA09A70"","""",1867206,9763"
2025-04-16T22:33:22.199441,"+UUDF:6C1DEBA3FFAC,-54,19,-12,0,30,""6C1DEBA09A70"","""",1867256,9764"
2025-04-16T22:33:22.247742,"+UUDF:6C1DEBA3FFAC,-61,12,-7,0,24,""6C1DEBA09A70"","""",1867306,9765"
2025-04-16T22:33:22.301840,"+UUDF:6C1DEBA3FFAC,-58,16,0,0,12,""6C1DEBA09A70"","""",1867356,9766"
2025-04-16T22:33:22.349367,"+UUDF:6C1DEBA3FFAC,-55,17,-20,0,34,""6C1DEBA09A70"","""",1867406,9767"
2025-04-16T22:33:22.397708,"+UUDF:6C1DEBA3FFAC,-57,20,-11,0,28,""6C1DEBA09A70"","""",1867456,9768"
2025-04-16T22:33:22.451797,"+UUDF:6C1DEBA3FFAC,-56,20,11,0,8,""6C1DEBA09A70"","""",1867506,9769"
2025-04-16T22:33:22.499230,"+UUDF:6C1DEBA3FFAC,-58,20,7,0,7,""6C1DEBA09A70"","""",1867556,9770"
2025-04-16T22:33:22.547663,"+UUDF:6C1DEBA3FFAC,-56,20,1,0,13,""6C1DEBA09A70"","""",1867606,9771"
