StartTimeISO,StartTimestamp,EndTimeISO,EndTimestamp,X,Y,Z
2025-04-16T22:29:45.948,1744842585948,,,90,540,140
2025-04-16T22:29:52.214,1744842592214,,,90,90,140
2025-04-16T22:29:55.171,1744842595171,,,315,90,140
2025-04-16T22:30:00.703,1744842600703,,,315,540,140
2025-04-16T22:30:03.738,1744842603738,,,540,540,140
2025-04-16T22:30:08.913,1744842608913,,,540,90,140
