StartTimeISO,StartTimestamp,EndTimeISO,EndTimestamp,X,Y,Z
2025-04-16T22:39:12.217,1744843152217,,,540,90,140
2025-04-16T22:39:17.176,1744843157176,,,540,540,140
2025-04-16T22:39:20.310,1744843160310,,,315,540,140
2025-04-16T22:39:25.274,1744843165274,,,315,90,140
2025-04-16T22:39:27.975,1744843167975,,,90,90,140
2025-04-16T22:39:32.485,1744843172485,,,90,540,140
