StartTimeISO,EndTimeISO,X,Y,Z
2025-04-16T22:41:00.309,,540,90,140
2025-04-16T22:41:06.613,,540,540,140
2025-04-16T22:41:09.742,,315,540,140
2025-04-16T22:41:15.609,,315,90,140
2025-04-16T22:41:18.775,,90,90,140
2025-04-16T22:41:24.641,,90,540,140
