StartTimeISO,EndTimeISO,X,Y,Z
2025-04-16T22:28:30.338,,90,540,140
2025-04-16T22:28:35.505,,90,90,140
2025-04-16T22:28:38.838,,315,90,140
2025-04-16T22:28:44.372,,315,540,140
2025-04-16T22:28:47.672,,540,540,140
2025-04-16T22:28:52.472,,540,90,140
