StartTimeISO,StartTimestamp,EndTimeISO,EndTimestamp,X,Y,Z
2025-04-16T22:39:12.580,1744843152580,,,540,90,140
2025-04-16T22:39:17.551,1744843157551,,,540,540,140
2025-04-16T22:39:20.243,1744843160243,,,315,540,140
2025-04-16T22:39:25.642,1744843165642,,,315,90,140
2025-04-16T22:39:28.376,1744843168376,,,90,90,140
2025-04-16T22:39:32.884,1744843172884,,,90,540,140
