StartTimeISO,EndTimeISO,X,Y,Z
2025-04-16T22:39:12.217,,540,90,140
2025-04-16T22:39:17.176,,540,540,140
2025-04-16T22:39:20.310,,315,540,140
2025-04-16T22:39:25.274,,315,90,140
2025-04-16T22:39:27.975,,90,90,140
2025-04-16T22:39:32.485,,90,540,140
