StartTimeISO,StartTimestamp,EndTimeISO,EndTimestamp,X,Y,Z
2025-04-16T22:41:00.309,1744843260309,,,540,90,140
2025-04-16T22:41:06.613,1744843266613,,,540,540,140
2025-04-16T22:41:09.742,1744843269742,,,315,540,140
2025-04-16T22:41:15.609,1744843275609,,,315,90,140
2025-04-16T22:41:18.775,1744843278775,,,90,90,140
2025-04-16T22:41:24.641,1744843284641,,,90,540,140
