Timestamp,Data
2025-04-16T22:33:29.610579,"+UUDF:6C1DEBA3FFAC,-60,54,0,0,2,""6C1DEBA09A56"","""",1063020,9823"
2025-04-16T22:33:29.611090,"+UUDF:6C1DEBA3FFAC,-58,63,-2,0,23,""6C1DEBA09A56"","""",1063070,9824"
2025-04-16T22:33:29.611583,"+UUDF:6C1DEBA3FFAC,-61,53,-4,0,35,""6C1DEBA09A56"","""",1063120,9825"
2025-04-16T22:33:29.612078,"+UUDF:6C1DEBA3FFAC,-57,75,3,0,24,""6C1DEBA09A56"","""",1063170,9826"
2025-04-16T22:33:29.612579,"+UUDF:6C1DEBA3FFAC,-53,45,-13,0,11,""6C1DEBA09A56"","""",1063220,9827"
2025-04-16T22:33:29.613077,"+UUDF:6C1DEBA3FFAC,-61,49,-8,0,0,""6C1DEBA09A56"","""",1063270,9828"
2025-04-16T22:33:29.613574,"+UUDF:6C1DEBA3FFAC,-54,49,-9,0,13,""6C1DEBA09A56"","""",1063320,9829"
2025-04-16T22:33:29.614074,"+UUDF:6C1DEBA3FFAC,-56,52,10,0,18,""6C1DEBA09A56"","""",1063370,9830"
2025-04-16T22:33:29.655189,"+UUDF:6C1DEBA3FFAC,-55,65,8,0,25,""6C1DEBA09A56"","""",1063420,9831"
2025-04-16T22:33:29.655682,"+UUDF:6C1DEBA3FFAC,-58,55,-7,0,36,""6C1DEBA09A56"","""",1063470,9832"
2025-04-16T22:33:29.656174,"+UUDF:6C1DEBA3FFAC,-61,54,-3,0,35,""6C1DEBA09A56"","""",1063520,9833"
2025-04-16T22:33:29.656661,"+UUDF:6C1DEBA3FFAC,-56,52,9,0,18,""6C1DEBA09A56"","""",1063570,9834"
2025-04-16T22:33:29.657157,"+UUDF:6C1DEBA3FFAC,-57,75,2,0,24,""6C1DEBA09A56"","""",1063620,9835"
2025-04-16T22:33:29.657644,"+UUDF:6C1DEBA3FFAC,-55,51,6,0,19,""6C1DEBA09A56"","""",1063670,9836"
2025-04-16T22:33:29.658126,"+UUDF:6C1DEBA3FFAC,-61,57,7,0,5,""6C1DEBA09A56"","""",1063720,9837"
2025-04-16T22:33:29.705430,"+UUDF:6C1DEBA3FFAC,-58,57,-6,0,36,""6C1DEBA09A56"","""",1063770,9838"
2025-04-16T22:33:29.706405,"+UUDF:6C1DEBA3FFAC,-55,63,10,0,26,""6C1DEBA09A56"","""",1067521,9913"
2025-04-16T22:33:29.706868,"+UUDF:6C1DEBA3FFAC,-55,64,8,0,25,""6C1DEBA09A56"","""",1067571,9914"
